,BOLD_correlation,High_TI,Low_TI,Max,Max-Mean,Max-Min,Mean_peak,Mean_peak-Min,Medium_TI,Min,Task,Time_to_peak,Tstat,slope
5,0.835274291946266,1,0,0.950316235298154,0.27481417848335193,0.38141484340370185,0.9497730615356872,0.5066307794903645,0,0.9410638372079985,1.0,0.2777777777777778,0.611953877917033,0.7378731202329377
5,0.5,0,1,0.17345946942715174,0.77166376287844,0.7962588596419584,0.1606802569360708,0.4298331003041996,0,0.16158879102728285,1.0,0.38888888888888884,0.3019570415483136,0.38954670657230267
5,0.3621824433295627,0,1,0.9578335387975732,0.5,0.5181942105873414,0.9653203586982482,0.43035558665638135,0,0.9753658971626984,0.0,0.75,0.45466362210975375,0.22820756938490785
6,0.19947373397690316,0,0,0.4624782513218815,0.5854809700391752,0.6369406471426131,0.4044305046866832,0.3403158548762254,1,0.4138426075388475,0.0,0.38888888888888884,0.20844078494679896,0.06603490103318377
6,0.22714432708564547,1,0,0.9442032563731915,0.10314995062642984,0.054891464186418784,0.9441294828915106,0.08077076398558801,0,0.9503806687114702,1.0,0.5714285714285714,0.4239284747135307,0.37959962369664246
6,0.8390061826933605,0,1,0.032041426069498335,0.32062385336096894,0.25220562996684504,0.019864297750457286,0.5350808967592701,0,0.03270627784348523,0.0,0.38888888888888884,0.4502239775771576,0.9780680281853273
6,0.2614481751739184,0,1,0.3756091763394731,0.7274191997973567,0.7287481851017386,0.37270007152391904,0.44530045031691046,0,0.3727550359987993,1.0,0.5,0.2750739564670294,0.08543952244280335
6,0.38806910778183484,1,0,0.8724442639343204,0.10822682975850456,0.13905064729714978,0.856123302639733,0.0909716107562547,0,0.8620959637759622,0.0,0.7777777777777778,0.642940950642865,0.5405056151083334
6,0.491986200403157,0,0,0.9644653628240513,0.2646041562044565,0.27292986162119715,0.9643549279223723,0.44569329845198924,1,0.9586871206307811,1.0,0.6428571428571428,0.7078464395349299,0.552560280426666
7,0.5327826388349974,0,1,0.05262704791082573,0.9172151170758296,0.9239790662948804,0.0232599561794018,0.9909169542999456,0,0.02246129502606298,0.0,0.6666666666666665,0.7737139080386952,0.8790838564763633
7,0.6147350815000756,0,1,0.5728839152997494,0.8834402530603647,0.9266045906443496,0.5737762409714313,0.9799001548608794,0,0.5658428075047981,1.0,0.6666666666666666,0.8005239679383909,0.9469723312164734
7,0.2548807551448904,1,0,0.19594763283296368,0.34350183685591024,0.28638078905937336,0.19109645466878478,0.09214037331511937,0,0.19628390043497965,1.0,0.3333333333333333,0.0644791894858698,0.17499017122433044
7,0.7054960267184556,1,0,0.1022368349603218,0.3093471526914383,0.3419552208626657,0.11828397564722244,0.5790903923561899,0,0.1461153733714804,0.0,0.6666666666666667,0.9214639415976023,0.7418541214272227
7,0.6709913041768069,0,0,0.2700570261445649,0.24241463850642467,0.20589453234601232,0.2687815220595032,0.15998815792709326,1,0.2738167424810201,1.0,0.5185185185185185,0.299139116683012,0.3817707775934795
7,0.5163300559611333,0,0,0.8940438768353486,0.0736686380313038,0.09113301431080471,0.8925290453647386,0.24993059143459542,1,0.8960580643707677,0.0,0.5555555555555555,0.35578390772512997,0.3740769462149747
8,0.3088688860288311,0,0,0.5289454769221784,0.3122869264568022,0.2530565975933516,0.5307899727735256,0.20770473242845744,1,0.5290632701303615,0.0,0.5,0.2582139287232774,0.22445051437829802
8,0.7190919423527871,0,0,0.46357758482484,0.199584546265005,0.3061836026691796,0.4736480072559601,0.11456529073813937,1,0.48112022692647827,1.0,0.5,0.7246112928419114,0.2161442037278197
8,0.4114165738083929,0,1,0.9605854087153265,0.5554153638302634,0.922048844750778,0.9712104309798821,0.7705044178152737,0,0.9390108067202991,1.0,0.7000000000000001,0.31461956528854224,0.4541869776206955
8,0.6214770729934025,0,1,0.7820736273608357,0.8017052801428932,0.618824076224914,0.7816824696748776,0.5430647966684643,0,0.7417745150645363,0.0,0.75,0.6374977349815929,0.5170828799616716
8,0.8018101641633506,1,0,0.13351782100970055,0.7382852824614685,0.6398566246745527,0.13290149373544402,0.15386058304983724,0,0.14051262396595732,1.0,0.6,0.7155642551532744,0.0964614597265856
8,0.4530483884616578,1,0,0.11830016971603904,0.13129816722339357,0.20882960536321407,0.12183742751898485,0.25085025356684587,0,0.1247411594447412,0.0,0.5,0.356562259902769,0.1591820172611605
9,0.7686800000168579,0,0,0.4363136492164892,0.33946560876867793,0.33726159707509684,0.40565149341609974,0.3343851417440816,1,0.3393157026499938,0.0,0.625,0.3474041208678186,0.3232889821897208
9,0.5741755661020124,0,0,0.4372508931272458,0.3828929663233735,0.3793444211740758,0.4534425633305941,0.5121232470697222,1,0.448554850362518,1.0,0.43333333333333335,0.20923414235603022,0.6165437452210736
9,0.5,0,1,0.4687460225398461,0.29242163611460015,0.2721602295192166,0.4951718396680356,0.8289585590647619,0,0.48471499648123517,1.0,0.6000000000000001,0.6623106468993867,0.8111558510619822
9,0.8128170066644557,1,0,0.8868434042995057,0.12752624047595887,0.25657898248576627,0.8788679200722864,0.5390366700968852,0,0.8780037145139086,1.0,0.5,0.5402720315347239,0.5277904207956046
9,0.6068071566864336,1,0,0.3267485145446427,0.06016609146744455,0.08623689398091806,0.3185951786794172,0.09613547457623597,0,0.3168797510001812,0.0,0.8333333333333334,0.6653568971481523,0.10286648905396581
9,0.2460529380711762,0,1,0.5,0.01806937260716964,0.04666703153169194,0.5,0.06567848552273489,0,0.5,0.0,0.0,0.004274359433729197,0.07316782246995546
10,0.8981449237332424,1,0,0.6611610956563685,0.1790555357958183,0.3666638642778369,0.6648037138354251,0.537060788686625,0,0.6650656348715548,1.0,0.0,0.6858430230624318,0.7139100472792377
10,0.9876558627611561,1,0,0.6060308439868725,0.47140581357586764,0.4500085869766368,0.6088470049912695,0.5466210351292325,0,0.6151203883263863,0.0,0.875,0.7027278970680655,0.7246521223022742
10,0.4135590205449821,0,0,0.13356869076035394,0.1713229644115377,0.24063124845073025,0.13485387866201204,0.2776272572768675,1,0.14540118604946814,1.0,0.6666666666666666,0.5017276973677958,0.36471866164100497
10,0.6466432695459047,0,0,0.2943137950563559,0.5323470153574504,0.6015344942373952,0.2911631862612619,0.45740228501362495,1,0.2961056968090855,0.0,0.6875,0.34298320673301985,0.4984501687058439
10,0.5103760064736336,0,1,0.5,0.6903556087094826,0.6898677197794234,0.5,0.6636198837663114,0,0.5,1.0,1.0,0.6105473277526295,0.4596550683137803
10,0.9588722987310391,0,1,0.532088553109088,0.5649746850202977,0.7449806125430214,0.5343209341507995,0.7826151822921066,0,0.5309541905783914,0.0,0.875,0.1321244369037284,0.8235595485164495
11,0.7036317040402302,0,0,0.5991595769579963,0.20414800889231502,0.3811961914665083,0.599839487694292,0.3393907074405085,1,0.6208216379480298,0.0,0.9666666666666667,0.2993516115787636,0.5222030454745658
11,0.8733775401006397,0,0,0.10414149444881489,0.2577391146476524,0.39984624816526027,0.11310230421297678,0.5113796725746554,1,0.11371476488479182,1.0,0.20833333333333334,0.4501340198359581,0.3767185295019424
11,0.10260278507078618,0,1,0.5,0.8336928341051468,0.9183300526281857,0.5,0.3129170836652185,0,0.5,1.0,0.5,0.4652913388994664,0.24799839714476296
11,0.002860303108727598,0,1,0.05546385413292132,0.18414376451029701,0.3954895296157357,0.05445351704284196,0.7014952387653454,0,0.07226391488200168,0.0,0.8500000000000001,0.8859090869546581,0.8831847867119957
11,0.9692398360366126,1,0,0.2648801308938946,0.24849435604383924,0.37015138924735397,0.23768149974698272,0.1515559013789219,0,0.28511590378622476,0.0,1.0,0.5383047802039405,0.3207309499254551
11,0.33355124612275133,1,0,0.08808077205999032,0.571558922147867,0.8367870150529046,0.0961865084865021,0.9693999521580894,0,0.09052399729739635,1.0,0.5625,0.6826228021336986,0.5719317470751074
12,0.6667036076050129,0,0,0.5484000555126526,0.20825801049179307,0.1809046124930976,0.5418855819784447,0.2681756926110983,1,0.5596474928141326,0.0,0.16666666666666666,0.39410548632834835,0.274679500987075
12,0.42783291576514787,0,0,0.535711694214458,0.2656468057329711,0.2467975348561185,0.5339052581930932,0.3523398573959752,1,0.5297285122567323,1.0,0.45000000000000007,0.28413811747193984,0.24214975294732977
12,0.6936709675566677,0,1,0.10851891853353912,0.27657293542549344,0.25924815464676765,0.11003967541316495,0.4734713698587504,0,0.10133085056247684,1.0,0.10000000000000006,0.3511611078644725,0.5671213217657562
12,0.5,0,1,0.6247261721533341,0.7331587311389249,0.8651609551831345,0.6084942122927401,0.9263938011626289,0,0.53334204064892,0.0,0.0,0.5610491264900593,0.8524981458311844
12,0.3160254692253637,1,0,0.7031760201216186,0.06484212657583552,0.062174615183444824,0.7061993970127207,0.25112792305588255,0,0.705378002314303,1.0,0.20000000000000012,0.06506858570190263,0.10573815045354992
12,0.7872343493981129,1,0,0.034399636154189395,0.1453656672392928,0.517821150841244,0.04647752911249192,0.6829606566493296,0,0.016986834271348172,0.0,0.75,0.7879022666569668,0.7023316803512528
13,0.7938070794848429,0,1,0.8367188929476099,0.30788528041351626,0.3113112356312363,0.8363566679141301,0.4147412277078709,0,0.8349787412690883,1.0,0.75,0.7231708830130953,0.666436182622521
13,0.9829740479990783,0,1,0.8803781891956267,0.9524557040883102,0.994481807449159,0.8703096527600901,0.9458452607780232,0,0.8730238631498725,0.0,1.0,0.20479546678906033,0.9475288973767091
13,0.914774287988254,1,0,0.06886168953724509,0.31627766200671786,0.5593676378372716,0.06628608918765849,0.6738270741983194,0,0.07791297495487808,0.0,0.5,0.36083023363603206,0.7009871342449527
13,0.49216910353898874,1,0,0.6802500539045034,0.022438153152835916,0.08819739873474094,0.6904739038161979,0.21778523372406006,0,0.6934850578468659,1.0,0.4375,0.5,0.7861883625285753
13,0.4455938637884567,0,0,0.48645776644820726,0.30180761996805794,0.343367219086922,0.4842904601159498,0.3612958250426097,1,0.4796459539690765,1.0,0.65625,0.5536754343321592,0.4216560933799202
13,0.6328111900556266,0,0,0.5223328307109898,0.13288119729750728,0.21212969285023317,0.526176593255724,0.24701168051314504,1,0.6050451658481234,0.0,0.3333333333333333,0.16645013059543656,0.28411930617778663
14,0.5522939348562104,1,0,0.3454537545062002,0.016617631933344756,0.040624055461238616,0.34964021893940966,0.09956756153055317,0,0.3453557278492108,0.0,0.875,0.36342526866920266,0.1324417926022392
14,0.7437136161994023,1,0,0.8157586187784653,0.7402433841312512,0.6316992501821234,0.814353276996066,0.5,0,0.8235961859174221,1.0,0.9,0.3882692522090382,0.5290614830958672
14,0.6987588197725697,0,0,0.5124853427255286,0.5809899134440139,0.37017043372956243,0.5140868141726355,0.2703550019461883,1,0.522140232695589,1.0,0.7666666666666667,0.6675412744321525,0.34631104051436484
14,0.6368733213923158,0,0,0.548138976981063,0.2889691193994416,0.30481181646530886,0.5275008892707617,0.36452116547686825,1,0.4871783944617761,0.0,0.5625,0.6858705813954057,0.39979995865380674
14,0.5900693279165524,0,1,0.7341338892590303,0.1305330540982544,0.11377626218398725,0.7285667780647029,0.15216639538370377,0,0.7175768119235675,0.0,0.875,0.23056921518289186,0.15059934665419888
14,0.41888424976356736,0,1,0.15108806326350163,0.2855955338565757,0.16200743185809485,0.15592872498319432,0.10343598740439608,0,0.15958105597216468,1.0,0.35000000000000003,0.8190265110440597,0.2282800461768305
15,0.22924383345684626,1,0,0.568734397329067,0.28528484852467134,0.0828257504040556,0.5650838477201603,0.04407596078495359,0,0.5873173026838252,0.0,0.0,0.023727547525841414,0.11586576893612138
15,0.9721664422938221,1,0,0.7280795944732501,0.033041013706072486,0.030056505964476538,0.7325999583785439,0.07761492289667303,0,0.7448739296273903,1.0,0.25,0.45742223393811204,0.10121815982451268
15,0.9709871555278874,0,1,0.39676598096483806,0.7634266030904542,0.688727748735688,0.39861254040054245,0.66115360722229,0,0.3824518225376492,0.0,0.9444444444444444,0.8083260346348675,0.7782300525639589
15,0.10901242960572007,0,1,0.21749050883528676,0.5244388214375703,0.5657858914317013,0.2212018889377816,0.5981667933907748,0,0.22963383427223594,1.0,1.0,0.21319863190846142,0.5
15,0.42636620847590717,0,0,0.7823245738057686,0.4427451631078258,0.3578944924192249,0.7740767123085316,0.22693299825222527,1,0.7875276636380836,0.0,0.4074074074074074,0.20280996029004247,0.1525085725292256
15,0.5895352728845572,0,0,0.8707345528693797,0.14895794076070776,0.1392247286983938,0.8725075826601224,0.19022699315747338,1,0.8760600810977931,1.0,0.25,0.7896187634536705,0.10593307885042574
16,0.9602942747185651,0,1,0.0775327247180222,0.4128851121125976,0.492067762762897,0.06786854221154748,0.583508245250559,0,0.04140456649748988,0.0,0.9375,0.9048628767706373,0.6343151899586026
16,0.5,0,1,0.8966511567744053,0.2574256459809992,0.2932704575113708,0.9151169050755481,0.553374476944226,0,0.8855870348050914,1.0,0.5,0.8610588833151569,0.6377691463730264
16,0.18974063022934803,1,0,0.11139413170184476,0.43848775787431377,0.3585901463017435,0.07694719379548864,0.42750335019192176,0,0.05447846214753227,1.0,0.6875,0.526795446082224,0.6152489521394015
16,0.4371859336148572,1,0,0.744674106325343,0.6472066567698354,0.5342318237442634,0.6947924568912907,0.27565896017920866,0,0.6685521690453017,0.0,0.5,0.4635423763558615,0.24313237975424015
16,0.5825410109330112,0,0,0.5557432973267993,0.6583248361526347,0.551713942173843,0.5218869372339286,0.41150578807285765,1,0.48500214799491354,0.0,0.5416666666666666,0.6289749977251976,0.4954215865028268
16,0.36088319438949884,0,0,0.3089580191002483,0.386500229621751,0.3615247726903737,0.28181251809013685,0.4229093316023624,1,0.2599459578283977,1.0,0.55,0.4785103693337015,0.47450143729586847
17,0.5600042524696239,1,0,0.05060684678098504,0.017683438019231255,0.062497593175474535,0.051489988678364185,0.32493510152726,0,0.06196320788915166,1.0,0.9,0.4200054321501293,0.7856815844170404
17,0.27796632653955955,1,0,0.22550577620036982,0.0807258928055483,0.22840950436422225,0.227939906233944,0.22781102485342175,0,0.22259068187253522,0.0,0.75,0.31910641398504525,0.08637931700087188
17,0.44277205145023224,0,0,0.30069643483315023,0.2251602396255443,0.3391445736616523,0.2961209279928072,0.31736452955086886,1,0.2775081382767581,0.0,0.5,0.19965460219963604,0.18216373233278038
17,0.3197910113310259,0,0,0.49875297192963447,0.43675866807040037,0.4995063169613186,0.5053698458311189,0.6304837145021348,1,0.505336300645625,1.0,0.5333333333333333,0.5224664973121422,0.5118694842949704
17,0.9827617157725548,0,1,0.7368933271816616,0.49071279406916346,0.6072932104687923,0.7408847744192926,0.3448988284502202,0,0.754174497803481,1.0,0.5,0.38185875574532435,0.4167608568892668
17,0.9292872959284892,0,1,0.8403085036165301,0.14341914392521238,0.2669965330804068,0.8489270076367568,0.38138051725278665,0,0.805696915352549,0.0,0.25,0.6256093548429776,0.5000817124440269
18,0.3504306646287023,0,0,0.9830521730065979,0.54728955971202,0.3814785256183537,0.9814288229313229,0.5703639740859056,1,0.9738425740157163,1.0,0.6296296296296297,0.7290475467752829,0.8262552023972575
18,0.43955283025988023,0,1,0.2141839724973681,0.43716793280099403,0.28986780232739595,0.21014714236711027,0.21334457518499503,0,0.20877139384662,1.0,0.8333333333333333,0.20895340135963575,0.496993471678129
18,0.4338298341037723,0,1,0.5,0.6241459346230932,0.7549000087783708,0.5,0.8799868999861276,0,0.5,0.0,0.5,0.26980186880460244,0.3695533652751815
18,0.7359432240061243,1,0,0.6643261375595393,0.0849885559571022,0.20490190616496115,0.6693656957515508,0.31681392549659665,0,0.6803173255161856,0.0,0.0,0.20116821096407284,0.6219442804342306
18,0.6838115736479087,1,0,0.815235768849101,0.796482060831647,0.7035370221448292,0.805845681029274,0.5619018550969478,0,0.7985659404939764,1.0,0.2777777777777778,0.5,0.4747469494230782
18,0.8323473206769025,0,0,0.6030046597846748,0.15006212965337257,0.2570020383981504,0.6096213274021793,0.4422217863770005,1,0.6182450654920492,0.0,0.375,0.4741879943151305,0.7273685992204733
19,0.6249863888815854,1,0,0.8814542670726846,0.025036292314779218,0.10051195145223657,0.8791580125625025,0.19235806698123686,0,0.8936627545379752,0.0,0.16666666666666674,0.8029775782325532,0.1881327878593666
19,0.7138187556343789,0,0,0.47631315994822465,0.49109635173544075,0.6953884894880284,0.4562463103737264,0.6457306519694478,1,0.43008136211246883,0.0,0.5000000000000001,0.4768331352081434,0.3607941875009068
19,0.47602936400607193,0,0,0.3686477274272093,0.4281333545416117,0.4080465359153284,0.3688479003385101,0.4462008457356035,1,0.33851992600121683,1.0,0.5277777777777778,0.7180551305240955,0.7059996753242674
19,0.9426007927153632,0,1,0.5196119905775198,0.5,0.5,0.47323854062742043,0.14045468391061064,0,0.47146362087032934,1.0,0.4444444444444444,0.22649878423243924,0.2577517996594659
19,0.5,0,1,0.16297770807223966,0.5447036510042278,0.6507387985950758,0.15356478960933104,0.6359226577028567,0,0.12542312252584864,0.0,0.5,0.31108903261026966,0.5003730682441733
19,0.24219999022602812,1,0,0.9412668163203737,0.34850359881235166,0.3743302877087649,0.9367517046134424,0.5499574561422367,0,0.8943686152599089,1.0,0.5,0.8904194712376772,0.8129034141064042
