,BOLD_correlation,Mask,Max,Max-Mean,Max-Min,Mean_peak,Mean_peak-Min,Min,TI,Task,Time_to_peak,slope
7,0.2348143687942177,0.0,0.6487672618214404,0.13251707276623145,0.12533809696397796,0.6565633045924812,0.16455948802514975,0.6526296553701201,670,1.0,0.33333333333333304,0.589875559138674
7,0.11301849435972727,0.0,0.4987644310547008,0.2056080429121397,0.15648683239453592,0.4983249183358733,0.0,0.505842975419025,690,1.0,1.0,0.0
7,0.0,0.0,0.4943180978628714,0.38592661206609497,0.32653610470763805,0.4929901856888996,0.17629814536713015,0.4896530587371029,710,1.0,1.0,0.3909619753974827
7,1.0,0.0,0.4586961357810146,0.05238494057275411,0.06709784824791765,0.4692397970135626,0.05693331210875116,0.4734734785057971,730,1.0,1.0,0.5063478893216932
7,0.28281354368164346,0.0,0.0,0.8316473621473097,0.5139460921770233,0.0,0.1867766953595549,0.0,750,1.0,0.6666666666666665,0.4397528314061073
8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,630,1.0,0.5555555555555556,0.8441463318386198
8,0.6227747434300349,0.0,0.9567483949502495,0.6342285999308741,0.3586213752304605,0.9576660762865732,0.10594327869221223,0.9558647090711698,650,1.0,1.0,0.4664264093140021
8,0.06588563437475843,0.0,0.9790030006437372,0.8903602196627259,0.6856420867038089,0.9850809008592324,0.6442516744152649,0.9672586942189804,670,1.0,0.4444444444444445,1.0
8,0.6273500091452978,0.0,1.0,0.3358783542476844,0.3004914738909313,0.9999999999999992,0.0,1.0,690,1.0,0.0,0.0
8,1.0,0.0,0.9367292562263421,0.4830998361444705,0.4544212766352101,0.9347258060820778,0.1172995893873464,0.933252487545861,710,1.0,0.8888888888888888,0.4256132026270808
8,0.9001648958990394,0.0,0.8943427467160658,0.5061278239433802,0.4619058080967319,0.8917952223254159,0.11620535406680856,0.8915686522553052,730,1.0,0.8888888888888888,0.1983246776038698
8,0.29676176150652833,0.0,0.7387279674478213,0.0,0.0,0.747666667339538,0.02700030359001973,0.7540479226006633,750,1.0,0.1111111111111111,0.5596314819195963
9,0.4701907502491569,0.0,0.9042440035282358,0.1254749006608919,0.1541277079199706,0.9305782865470392,0.5518018934337997,0.9348697848120808,630,1.0,0.0,0.7561886736980268
9,0.6671978491357681,0.0,0.5696273689978001,0.0411246067757638,0.016217109054335904,0.6008166275181921,0.0,0.6417194108966964,650,1.0,0.9999999999999998,0.27133831744688225
9,0.8856850269316929,0.0,0.0,1.0,1.0,0.0,1.0,0.0,670,1.0,0.857142857142857,0.0
9,0.5746465584353084,0.0,0.2600953209264354,0.0,0.0,0.3186611066035301,0.1499888474110817,0.35750645265204994,690,1.0,0.42857142857142855,0.4707692921543389
9,0.3872724878376533,0.0,0.9578563193322828,0.6381649811546111,0.39587006964071136,0.9708993009819356,0.8912530833449123,0.9561198091221428,710,1.0,0.42857142857142855,1.0
9,0.0,0.0,0.9818032839325159,0.04031858210144501,0.2101583628067723,1.0,0.6043084210168272,1.0,730,1.0,0.28571428571428564,0.3830724203063766
9,1.0,0.0,1.0,0.6767071285612174,0.5449144189692151,0.9707994184392436,0.4886982704967598,0.9776230376151408,750,1.0,0.9999999999999998,0.01038251176789623
10,0.20718956085616835,0.0,0.6887130821164948,0.040339261483756994,0.0,0.6948480926001235,0.19375769625010808,0.6924991419177688,630,1.0,0.0,0.3336802547690179
10,0.5251760502660743,0.0,1.0,0.0,0.0925557115688167,1.0,0.13754696136122807,1.0,650,1.0,1.0,0.1555294087838907
10,0.7273069837652287,0.0,0.08921320212636008,1.0,1.0,0.09516335329367376,1.0,0.0564540852291664,670,1.0,0.5,1.0
10,1.0,0.0,0.11722544365895615,0.5454637477187221,0.12065491156478793,0.11549678371893535,0.1149783944569686,0.11715141423657904,690,1.0,1.0,0.3341218989704196
10,0.0,0.0,0.07984229914842089,0.7797894333366132,0.3427137412602809,0.06461137395867489,0.0,0.07154773789019675,710,1.0,0.0,0.0
10,0.09953658987559284,0.0,0.0,0.3192576727371391,0.12213225700485307,0.0,0.153033696004096,0.0,730,1.0,0.0,0.2938727888866927
10,0.8913654878510224,0.0,0.10825646355469587,0.9674126032876744,0.5279672094479865,0.10366955420443613,0.3844467291469064,0.0930383060403317,750,1.0,0.875,0.3716398363920156
11,0.381956130877436,0.0,0.47614076237022296,0.2522807672955544,0.9999999999999998,0.4886320415453938,1.0,0.4592948918030633,630,1.0,0.20000000000000007,1.0
11,0.035373383081849334,0.0,1.0,1.0,0.7915385569834728,1.0,0.31054891239381105,1.0,650,1.0,0.4,0.7784344653452302
11,0.8145187722382938,0.0,0.30866526710262576,0.944480578595386,0.9100904007996,0.30325517968864624,0.4581722738945191,0.2906662586612612,670,1.0,0.8000000000000002,0.317891215966607
11,0.0,0.0,0.30838443216595124,0.4940597369804342,0.38411716711315536,0.3109749083598565,0.28092522657252983,0.3045990357622017,690,1.0,0.4,0.7601722135903224
11,0.024597044738033702,0.0,0.1563336776159936,0.0,0.2385168531914985,0.16549320644429774,0.4059492579404169,0.15323081126121174,710,1.0,0.4,0.4509924512738622
11,0.49147929553655295,0.0,0.026695627545599617,0.39682113331980295,0.869396087834789,0.01210245512061725,0.2448894529947105,0.003762874938532335,730,1.0,0.0,0.0
11,1.0000000000000002,0.0,0.0,0.05043610445410873,0.0,0.0,0.0,0.0,750,1.0,1.0,0.17983315805346167
12,1.0000000000000004,0.0,0.9371560808724552,0.9671704917641292,1.0,0.9253289774037334,1.0000000000000002,0.9174594548032609,630,1.0,0.6666666666666665,1.0
12,0.572015810443153,0.0,1.0,0.6109523577058092,0.7228667295633402,1.0,0.8274089669063363,1.0,650,1.0,0.0,0.7443476500811798
12,0.4025960721676798,0.0,0.8614133429646884,0.6478457051993373,0.4470635276644797,0.8578700272306747,0.19816026269201248,0.8812375606187217,670,1.0,0.0,0.0
12,0.38932830986111977,0.0,0.8885300644901584,0.0,0.0,0.9092104561104896,0.02400630608997912,0.9402103332438648,690,1.0,0.0,0.34544204782404675
12,0.0,0.0,0.5095399996958214,0.11589924153344044,0.3869711236105413,0.5303081476792322,0.5835055544269838,0.5340388021064157,710,1.0,1.0,0.5853466345109501
12,0.4072741982409718,0.0,0.1719731693354909,0.4488281537371436,0.29809311391703996,0.1805842927048289,0.0,0.20318383795621744,730,1.0,0.33333333333333304,0.08511829200884953
12,0.9115348625833062,0.0,0.0,1.0,0.7383509225496379,0.0,0.5065076088709544,0.0,750,1.0,0.33333333333333304,0.13732779470263914
13,0.3828450359278366,0.0,1.0,0.0,0.0,1.0,0.0,1.0,630,1.0,0.6666666666666667,0.0
13,0.6569550010236669,0.0,0.2393402956797548,0.14025501418354325,0.13092499975799166,0.2349677763971041,0.21459000318329247,0.22898012759215905,650,1.0,0.6666666666666667,0.9368134701831244
13,0.9823516240577193,0.0,0.49767360918997294,1.0,1.0,0.4016022607042711,1.0,0.2972264298118308,670,1.0,0.9999999999999998,0.536006300811668
13,1.0000000000000002,0.0,0.9101919021813956,0.13936048050873168,0.11396379802879128,0.9023100636478958,0.13969682506417716,0.8880924390174139,690,1.0,0.6666666666666667,0.3845811217360118
13,0.5347106580777496,0.0,0.9635882131845132,0.2276522785868137,0.2355281410314836,0.9472984892935834,0.2850709253237663,0.9145052427410604,710,1.0,0.9999999999999998,0.637530832344557
13,0.7880356567793196,0.0,0.8312256482949802,0.14269441772579272,0.1674747981925692,0.8221586911813663,0.22664560349520016,0.7995906082244701,730,1.0,0.6666666666666667,0.6181991680790737
13,0.0,0.0,0.0,0.06995006739666804,0.10785363367494186,0.0,0.21516739948113398,0.0,750,1.0,0.0,1.0
14,0.0,0.0,0.5969918089592596,0.0,0.0,0.599031966688035,0.0,0.6388492188902061,630,1.0,0.5,0.0
14,0.30176841334436305,0.0,0.5734161928923429,0.09754930981461568,0.009872018289505348,0.5787632823227189,0.07544019836778346,0.6141119760573339,650,1.0,1.0,0.34423852432584345
14,0.5121600651639369,0.0,0.7200489961024434,0.2230935377446846,0.10897305890038372,0.7211302116688247,0.09705871238702254,0.7594946367050301,670,1.0,0.5,0.22278896561388334
14,1.0000000000000002,0.0,0.0,0.8398401687677537,0.4856147279740201,0.0,0.4363778141673465,0.0,690,1.0,0.0,0.4918027969354722
14,0.9348978741898236,0.0,0.5769144649326021,1.0,0.5986961362994196,0.5775448820869067,0.5856167872637714,0.5866131778579433,710,1.0,0.0,0.5764197614776388
14,0.8760611534431497,0.0,0.9580716935976428,0.7598848789315598,0.3289776211529442,0.9543159425147124,0.2346115479179822,0.9923653204606941,730,1.0,0.0,0.2879166077212349
14,0.7412608513216816,0.0,1.0,0.8316130463217415,1.0,1.0000000000000004,1.0,1.0,750,1.0,1.0,1.0
15,0.08981427354631,0.0,0.0,1.0,1.0,0.0,1.0,0.0,630,1.0,0.8,1.0
15,0.4376982145195277,0.0,0.34622991810386416,0.0858655596160055,0.07496948210225474,0.34896258878393915,0.0,0.4115768928978607,650,1.0,1.0,0.0
15,1.0,0.0,0.3244303884353084,0.3567780707167985,0.21913814910754006,0.32007726285046445,0.08964500435753188,0.3769279368682614,670,1.0,0.0,0.17419446679561487
15,0.4085306192516318,0.0,0.7540521628451504,0.32515610016903485,0.2651355961189505,0.7439811574621071,0.1834980529240917,0.7662750386424424,690,1.0,1.0,0.2300408897277285
15,0.6560996751651139,0.0,0.6354658484614806,0.0,0.0,0.6586020270092554,0.204678649906348,0.6844677340235634,710,1.0,0.3999999999999999,0.4639552652375065
15,0.6346917780904515,0.0,0.7589860848467787,0.0935165880261628,0.1398300541971318,0.7745560138981435,0.31825733769237363,0.7835383132235858,730,1.0,0.3999999999999999,0.4100237718532439
15,0.0,0.0,1.0,0.29839753016433657,0.18490000469958545,1.0,0.25701675082008824,1.0,750,1.0,0.6000000000000001,0.3021122779855273
16,0.5402929904649267,0.0,0.9809412240112176,0.23023653423353496,0.2853872763371224,0.9782106330961496,0.34301370083134713,0.9730641135570699,630,1.0,0.8333333333333333,0.37108976483712
16,0.6837634574935095,0.0,0.9999999999999996,0.06015728760584416,0.0968107777062241,1.0,0.15608461129620382,0.9999999999999996,650,1.0,0.5,0.08802965196664597
16,0.0,0.0,0.9512616908929508,0.0,0.0,0.9506272307255648,0.0,0.955499024915658,670,1.0,0.0,0.0
16,0.0364543439198316,0.0,0.9255198525985304,1.0,1.0,0.9069901459485488,0.8588201393407424,0.8877368166038662,690,1.0,0.6666666666666665,0.2714410365323696
16,0.5023190984611231,0.0,0.3857197648770714,0.52508352196172,0.6534934151090269,0.3831366748714826,1.0,0.3643105062857317,710,1.0,0.5,1.0
16,0.7177329474821276,0.0,0.0,0.02140783982079397,0.17530088268118502,0.0,0.4541753345932541,0.0,730,1.0,0.3333333333333333,0.5427658389928305
16,1.0,0.0,0.6140586778407973,0.049078605767114085,0.2564768135252425,0.6086302620882451,0.2734113134115209,0.6086113509293072,750,1.0,1.0,0.028481573896351763
17,0.8971315269031761,0.0,0.9837591562163579,0.9435308488334346,1.0,0.9755422911294848,0.9107017711393348,0.9780742047797996,630,1.0,1.0,1.0
17,0.7178977439154187,0.0,1.0000000000000009,1.0,0.8600490390805949,1.0,1.0,1.0,650,1.0,0.6666666666666666,0.9650488762861232
17,0.984554457370772,0.0,0.9235471371755928,0.19622865878531007,0.1975365156646195,0.9201336159111112,0.2563405828134655,0.9460536215146806,670,1.0,0.8888888888888888,0.6618684323761357
17,0.7175223786027476,0.0,0.6322996216775962,0.0,0.0,0.6338471408742743,0.12277018392269527,0.6538038396154784,690,1.0,0.4444444444444444,0.685420572284464
17,0.0,0.0,0.5609003713867562,0.8066169587277718,0.4741741015813512,0.5481794757265428,0.17701713101095634,0.5626727433192551,710,1.0,0.0,0.0
17,1.0,0.0,0.2101031797209103,0.6742792144199905,0.42361422096080026,0.2133067204617616,0.4597872659391034,0.2036820681960858,730,1.0,0.5555555555555556,0.7972798648618731
17,0.4998499178591937,0.0,0.0,0.1774411339609514,0.08951417037532827,0.0,0.0,0.0,750,1.0,0.8888888888888888,0.4618872619349681
18,0.0,0.0,1.0000000000000018,0.5326943758199618,0.5255787930817499,1.0,0.6821394837142607,1.0,630,1.0,0.5,0.0
18,0.8016842933844665,0.0,0.484308480726984,0.9999999999999998,1.0,0.4531707855807099,1.0,0.4312945332961391,650,1.0,1.0,1.0
18,0.6214601137611391,0.0,0.2574405874504873,0.3061677052006036,0.4585293764775994,0.2728148025616957,0.8454411224128737,0.2589106899289,670,1.0,0.75,0.4742913743062711
18,1.0,0.0,0.4868313996489882,0.12825946571770308,0.0,0.5005967319860679,0.0,0.5375527781801424,690,1.0,0.0,0.5140499935621924
18,0.3610894335481635,0.0,0.0,0.5292535216487935,0.4543720950654008,0.0,0.5801347196967847,0.0,710,1.0,0.75,0.2898147982577671
18,0.7001324206261822,0.0,0.2786235954446994,0.6149059284584184,0.3915270224089749,0.2768863997727813,0.43223549387716265,0.28719940389824217,730,1.0,0.5,0.5833218231495995
18,0.8851515664388271,0.0,0.20605378250350093,0.0,0.003262152708049693,0.22832070531005225,0.15862687858091815,0.25436318787410883,750,1.0,0.5,0.4016674941598289
19,0.2976833979992765,0.0,1.0,0.0,0.0,1.0,0.11754872792986555,1.0,630,1.0,1.0,0.3763570229828521
19,0.8620172101255811,0.0,0.9859909077133332,1.0,0.9477934897513997,0.9575129486296028,0.7445297705037164,0.8994419143915806,650,1.0,0.33333333333333337,0.6273938469940933
19,0.7322798395616139,0.0,0.7891454935315991,0.12443057512950627,0.012466644441892605,0.7721242856494612,0.0,0.8017861052216109,670,1.0,0.8333333333333334,0.0
19,0.9777070809450148,0.0,0.8796856177992325,0.5742249745077305,0.3942664337241172,0.8807330664054032,0.5160274046622031,0.8511707495890004,690,1.0,0.33333333333333337,0.9447457991058508
19,1.0,0.0,0.028758373149736723,0.8422336366265623,1.0,0.007482463334373078,1.0,0.0,710,1.0,0.33333333333333337,0.9042029433903144
19,0.4207820492217629,0.0,0.0,0.04159223858977645,0.20695446292408687,0.0,0.4572841519286077,0.04630724125876462,730,1.0,0.33333333333333337,0.04082904348383923
19,0.0,0.0,0.1376912879204646,0.5383246658202964,0.6236976664014661,0.10696138215952722,0.5411432744098339,0.1365344132004278,750,1.0,0.0,1.0
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,630,0.0,0.0,0.2464251667070107
1,0.3340428213708371,1.0,0.9162245276577464,0.6661139770349416,0.5452098973525155,0.905734693403728,0.4009729121297774,0.9011251200980048,650,0.0,0.125,0.6065922441214859
1,0.1831383976644508,1.0,0.9304332198921321,0.8209952440868071,1.0,0.9066306283453348,0.7494196315512784,0.8842420549248349,670,0.0,0.25,0.3023418292960993
1,1.0,1.0,0.8869307098621579,0.8351940928160209,0.6914170942140699,0.8783663485152733,0.641365028576092,0.861000813618924,690,0.0,1.0,0.8658813785447811
1,0.2042882108786429,1.0,1.0,0.20682296470316208,0.35668855117480475,1.0,0.3430481197761435,1.0000000000000018,710,0.0,0.75,0.0
1,0.5332344107750611,1.0,0.911303995563296,1.0,0.7419912365820359,0.9174740748350328,1.0,0.8824786720247477,730,0.0,0.625,1.0000000000000002
1,0.2581862895848828,1.0,0.6718352727963381,0.6170058589726226,0.6290215649163522,0.6750855060231213,0.8223722667383826,0.6449149033085391,750,0.0,0.375,0.762266562198973
2,1.0,1.0,0.0,0.7400007075459134,0.6776979597876036,0.0,0.5068696583181866,0.0,630,0.0,0.5714285714285714,0.6394025737428302
2,0.5158466115692418,1.0,1.0,0.6476073239611653,0.5710102719112149,1.0,0.5839028968731186,1.0000000000000004,650,0.0,0.4285714285714285,0.7791902185955779
2,0.5832107996412232,1.0,0.054361556905139004,1.0000000000000002,1.0,0.056677533337596835,1.0,0.04686346994686863,670,0.0,0.4285714285714285,1.0
2,0.0,1.0,0.11062686276943534,0.4705615328153741,0.4072671287928304,0.1098756244926169,0.18356715102846072,0.1165372778766951,690,0.0,0.0,0.0
2,0.8628062246107588,1.0,0.8034532101660088,0.35437004773339703,0.3712641131085931,0.8072972620863594,0.5092984730455157,0.8084972014816021,710,0.0,0.5714285714285714,0.8028206249618497
2,0.8264787528961028,1.0,0.5885140944276109,0.5431891750589026,0.7915095357632089,0.5886944621066954,0.7621941305461486,0.584478294426467,730,0.0,0.4285714285714285,0.8520882493773541
2,0.7613041602657886,1.0,0.7010361444157969,0.0,0.0,0.703548475563653,0.0,0.7148143150203601,750,0.0,1.0,0.3387455590793965
3,0.7582725420044805,1.0,1.0,0.8260411470975401,0.5131651703295842,1.0,0.3631854522358321,1.0,630,0.0,0.0,0.4438653615282363
3,0.027108571351658232,1.0,0.9130192438315454,0.9283769342479196,0.5471746876753211,0.8972818753799094,0.1082044868228483,0.911568936244536,650,0.0,0.75,0.0
3,0.34841521581381546,1.0,0.38922328750220897,0.0,0.0,0.3914183994594209,0.0,0.41467064581894775,670,0.0,0.75,0.1988487863103039
3,1.0,1.0,0.11100890048158618,1.0,1.0,0.11812295526844264,1.0,0.08958833886828366,690,0.0,0.0,1.0
3,0.0,1.0,0.06056281333585645,0.4643287615718644,0.446377541146036,0.051039754238533235,0.20486276963511632,0.06546828526113835,710,0.0,1.0,0.15082147625708026
3,0.5509228580475432,1.0,0.0,0.5098016149543919,0.5522730985553892,0.0,0.4805306533823934,0.0,730,0.0,0.0,0.6106226876299119
3,0.4828842966090312,1.0,0.17028536185980592,0.8166696531421055,0.8571719688500243,0.1699884031127894,0.7309577485629375,0.1555226446506861,750,0.0,0.5,0.6654859453334159
4,0.7042262485342714,1.0,0.0,0.0032895073059504426,0.0131734070743183,0.0,0.09227456527660807,0.0,630,0.0,0.30000000000000004,0.8436619996587098
4,0.576293334921523,1.0,0.09801828209497243,0.10363837532151082,0.1187966753802631,0.09896001115080466,0.24140886571747355,0.0955815514491034,650,0.0,0.2,0.6904034521239416
4,0.9751274994391748,1.0,0.21107289761088754,0.04181491344481621,0.03852346645889436,0.2497462934034003,0.11823333279797145,0.261181936607235,670,0.0,0.9,1.0
4,0.5382185892946221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,690,0.0,0.9,0.0
4,0.2685953033755595,1.0,0.5979008081606585,0.04609618830977133,0.09006621491170398,0.7097416252669628,0.23256220823173834,0.7384507705137286,710,0.0,1.0,0.5465888218053094
4,1.0,1.0,0.2849357695397394,0.011231773921027866,0.019820066597684163,0.34802060432063353,0.19556364624519929,0.3601327724270185,730,0.0,0.7000000000000001,0.958700848295362
4,0.0,1.0,0.12391738200946813,0.0,0.0,0.14810514738414238,0.0,0.1610202794850899,750,0.0,0.0,0.6195075295431957
5,0.4284954176652348,1.0,0.9858363056689754,0.0,0.0,1.0,0.0,1.0,630,0.0,0.5,0.2287510776322001
5,1.0,1.0,1.0,1.0,1.0,0.8849325637576726,1.0,0.5745867464178218,650,0.0,0.5,1.0
5,0.8294011179255301,1.0,0.07136666841234529,0.21076281534115127,0.2853753856916261,0.1254835458393586,0.35375509411012745,0.01940017134440097,670,0.0,0.25,0.6319631893507004
5,0.0,1.0,0.0,0.2595970706717554,0.17741560000498896,0.0,0.01428664964719051,0.0,690,0.0,0.0,0.25712558946298125
5,0.8043373082195298,1.0,0.7106093522953429,0.12815136613436295,0.2145163044183585,0.6770790776109905,0.09672357112433833,0.6484460186019234,710,0.0,1.0,0.057597631449170635
5,0.8809283287395024,1.0,0.9379409147890884,0.060390072497950815,0.16829597641382005,0.932399766085858,0.1651163963221673,0.8813724238786449,730,0.0,1.0,0.2374448156781864
5,0.8128073227867376,1.0,0.6084957336703667,0.19696985802511824,0.24243564476845786,0.5720444250257231,0.1070127431832903,0.5406793761579323,750,0.0,0.75,0.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,630,0.0,0.4444444444444444,1.0
6,0.7592638976338544,1.0,0.5485081171634558,0.2466219765367297,0.4639559983971705,0.5625567770742617,0.8114543878146453,0.559449477116905,650,0.0,0.5555555555555556,0.6987844254145222
6,0.0,1.0,0.09359078809815458,0.26867451849817003,0.30266398041969433,0.0896067876144011,0.0,0.0981639491312878,670,0.0,0.0,0.0
6,0.8479923181860195,1.0,0.0,0.310617751651619,0.34055141244548515,0.0,0.2817077397967335,0.0,690,0.0,1.0,0.5728907636259621
6,0.6348023111919705,1.0,0.2035974414014312,0.15851565364368053,0.2814923482075904,0.21424867200321973,0.5074002591553585,0.2124733206389964,710,0.0,0.5555555555555556,0.5768321870634423
6,0.3292296002017985,1.0,0.0762729591259168,0.2883949584486646,0.5179617700519551,0.075743692683929,0.550732871337077,0.07043690172611239,730,0.0,0.0,0.21643137149738706
6,0.9098532532421679,1.0,0.0938773652787548,0.0,0.0,0.10951941005387232,0.2456846588529774,0.11235530027920416,750,0.0,0.4444444444444444,0.5231535430402663
7,0.0,1.0,0.5394424038461079,0.1454171409486555,0.21300935414087252,0.5754566566426861,0.20064973395595434,0.6098392022117451,630,0.0,0.1111111111111111,0.03898924425381867
7,0.47656122750462504,1.0,1.0000000000000018,1.0,1.0,1.0,1.0,1.0,650,0.0,0.6666666666666665,0.4733610808946773
7,0.016872352090988342,1.0,0.0,0.4795625275185427,0.4070592811468329,0.0,0.09243972777293748,0.0,670,0.0,1.0,0.0
7,0.7278161082373442,1.0,0.08701465584476509,0.2891537989323281,0.5082636939152505,0.1200317173043377,0.6808210779462184,0.08021892288920895,690,0.0,0.5555555555555556,0.5270647676489667
7,0.4077289096471788,1.0,0.6055465644847207,0.0,0.0,0.6535607765259712,0.0,0.7104913037259664,710,0.0,0.3333333333333333,0.3044150347820137
7,1.0,1.0,0.4266724812177074,0.4909679114934432,0.3869306926889178,0.4608038286455312,0.471128506897217,0.464085413798621,730,0.0,0.4444444444444445,1.0
7,0.1310822632560646,1.0,0.16382324000875315,0.20822683770973754,0.3534634264003221,0.19807988587539604,0.4360915334981462,0.184471212079508,750,0.0,0.0,0.010975993780111687
8,0.7191559807026771,1.0,0.9684225406318796,0.7014005216525351,0.7254115286872785,0.9750583982944008,0.746863593013744,0.9683736596898314,630,0.0,0.2857142857142857,0.9530877185582236
8,0.241006907179721,1.0,0.9478642353664996,0.05416457183997317,0.01687078652981014,0.9595281051440968,0.057413553572587275,0.9698937703253478,650,0.0,0.2857142857142857,0.1372062143982572
8,1.0,1.0,0.9340523840002936,1.0,1.0,0.9382379721377913,1.0,0.924915731601406,670,0.0,0.4285714285714285,1.0
8,0.273081499903552,1.0,1.0000000000000004,0.7445505738540635,0.7364355425129255,1.0,0.4876043442888755,1.0,690,0.0,0.14285714285714285,0.3086664814895553
8,0.7232697195979909,1.0,0.2502211793927316,0.0,0.0,0.2597351362120559,0.05205713763271072,0.2640246662024244,710,0.0,0.5714285714285714,0.010484668397967523
8,0.0,1.0,0.1707943779060872,0.09571499143480253,0.09320444599265484,0.17581983788288902,0.0,0.18066253967253632,730,0.0,0.0,0.0
8,0.2391277649883448,1.0,0.0,0.38833948467088863,0.3382218523081548,0.0,0.13166894503223825,0.0,750,0.0,1.0,0.28984889472660963
9,0.39455612810150176,1.0,0.4989816529716329,0.0,0.0,0.6103080773233316,0.004417851204673633,0.6389951413932717,630,0.0,0.0,0.24044921695418506
9,0.6191138190076121,1.0,0.5177367538898601,0.07497849886035203,0.040069874818100745,0.6095106236136639,0.0008016568778436081,0.6394177930459914,650,0.0,1.0,0.2932112660773309
9,1.0,1.0,0.3605893763673809,1.0,1.0,0.3907524921605212,1.0,0.0979268220463574,670,0.0,0.6000000000000001,1.0
9,0.12567202980718795,1.0,0.0,0.4291848439487837,0.4458971941049306,0.0,0.15190989542259306,0.0,690,0.0,0.2,0.0
9,0.0,1.0,0.5344483650175818,0.028143175844382515,0.04972295889006592,0.6208090577051646,0.0,0.6506104644380706,710,0.0,0.0,0.15255817943859334
9,0.4666923188874213,1.0,0.7039680637371006,0.05081558843029055,0.05836698746239079,0.7898247384491981,0.038984297145621856,0.8012131217695266,730,0.0,0.8,0.23966336923861656
9,0.4278583882033328,1.0,1.0,0.253250893225106,0.22811490862240064,1.0,0.0526054380609725,1.0,750,0.0,1.0,0.2442268242657446
10,0.32396561547574043,1.0,0.9999999999999996,0.0,0.0,1.0,0.10516012455399626,1.0,630,0.0,0.0,0.5988892545700096
10,0.6768213020355939,1.0,0.9284364594939776,1.0,1.0,0.9069079992370924,0.5624307510355541,0.8985934577888148,650,0.0,0.7777777777777777,0.0
10,0.4611552022807047,1.0,0.1092240455024336,0.3001958488566853,0.4775809468981874,0.11269099517830795,1.0,0.09512270328487826,670,0.0,0.6666666666666666,1.0
10,1.0,1.0,0.9422264718029814,0.9673671481730016,0.6017428487162819,0.9291787201940788,0.3734132465099636,0.9242712539547382,690,0.0,0.3333333333333333,0.762892011258768
10,0.8288072547053363,1.0,0.07103500172782963,0.21691637701495906,0.1317301124373254,0.06710975989676228,0.0,0.06726598926112093,710,0.0,0.8888888888888888,0.5249236413987137
10,0.7771918328245391,1.0,0.0,0.15220088667988674,0.005908543956571366,0.0,0.0018389353375568573,0.0,730,0.0,0.3333333333333333,0.7206119917018899
10,0.0,1.0,0.1102823077259356,0.3020124966309513,0.3513362499799713,0.1017409639589828,0.11292547693471727,0.0999498932513454,750,0.0,1.0,0.3194690109329356
11,0.0,1.0,0.0,0.0,0.0963114507195808,0.0,1.0,0.0,630,0.0,1.0,1.0
11,0.5659123989770893,1.0,0.053401422856994785,1.0,0.6765722718141232,0.014620435891298909,0.06307266541309164,0.034669112648769485,650,0.0,0.0,0.1959322655416764
11,0.522336328307049,1.0,0.1534686199071853,0.2064042674668493,0.11885416760960775,0.1379291584341864,0.20214550933890552,0.1522743072003898,670,0.0,0.25,0.1967016727423048
11,0.41457263490171936,1.0,0.240848088676346,0.1976924717073824,0.11231936008979804,0.2315326237479809,0.39763562581321815,0.2395935912051997,690,0.0,0.25,0.15591537475023265
11,0.4125617606177656,1.0,1.0,0.3209683575938459,0.0,1.0,0.0,1.0,710,0.0,0.0,0.16345547022864404
11,1.0,1.0,0.4328042329177606,0.1587078089303965,0.6209401866103827,0.4217617337970197,0.9038921101710472,0.4146828225780137,730,0.0,0.5,0.2493627892517433
11,0.6194599772028261,1.0,0.41699528029025146,0.4553050740333824,1.0000000000000002,0.3924806778017231,0.8691681936213587,0.38679307679327657,750,0.0,0.5,0.0
12,0.0,1.0,0.0,0.0,0.024829610014157788,0.0,0.059949891197542036,0.0,630,0.0,0.0,0.0
12,0.7554295265766049,1.0,0.9693272839336232,1.0,0.9999999999999998,0.7728199488291878,0.3695162213983556,0.8428323096885109,650,0.0,1.0,0.3382806356454389
12,0.4145896869020698,1.0,1.0,0.281502338094651,0.5496795131350667,1.0,1.0,1.0,670,0.0,0.4444444444444444,1.0
12,0.7465658353371716,1.0,0.719074589776703,0.31791622765299954,0.5070392005799831,0.7233741323910792,0.9348212374330248,0.6906514404730615,690,0.0,0.6666666666666666,0.8199043892764063
12,0.03132406703153478,1.0,0.9688412299911988,0.30601404064929305,0.5459493183479107,0.9529806040632848,0.8817366829481936,0.9654176839759856,710,0.0,0.3333333333333333,0.8467980032614519
12,0.5092987340798831,1.0,0.9226821225039146,0.5372716150622409,0.7820511278077421,0.8383652927372154,0.7867722484947701,0.8486563246911203,730,0.0,1.0,0.7730639849566221
12,1.0,1.0,0.526136092662405,0.035017975580761224,0.0,0.5162060847431462,0.0,0.6077610942577891,750,0.0,0.8888888888888888,0.17176984266768142
13,0.6088641588353768,1.0,0.9084005705932128,0.2932844863070998,0.3243740507503245,0.9179306821168152,0.3703958368693841,0.9137814721354588,630,0.0,0.7777777777777777,0.464490353579609
13,0.2348590765038621,1.0,0.316597701117362,0.03778468508838362,0.09750508958212424,0.3177976018343811,0.06522998188959478,0.31936918161862304,650,0.0,0.2222222222222222,0.3438062665814859
