,BOLD_correlation,Mask,Max,Max-Mean,Max-Min,Mean_peak,Mean_peak-Min,Min,TI,Task,Time_to_peak,slope
7,0.2617453183049915,0.0,0.4805931952692433,0.20085629265285407,0.4294047741555,0.4734538046087975,0.4720818588881308,0.4649297031677122,690,0.0,1.0,0.09734374665624072
7,0.9793922036596712,0.0,0.6279393067678001,0.07369453070713344,0.16954543938381672,0.6365337741292505,0.3770801068129779,0.6424925883563084,710,0.0,0.0,0.4534103496637616
7,0.9650879623945262,0.0,0.4006862026701263,0.17600303168133447,0.22371151698451625,0.4089961137298673,0.4372874786962264,0.3996393693844969,730,0.0,0.0,0.6811242469210096
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,0.0,0.75,0.0
8,0.4664327612837544,0.0,0.96075853003574,1.0,1.0,0.9489256011354481,1.0,0.92029614338139,630,0.0,0.0,1.0
8,0.7563695044788017,0.0,1.0,0.0236472842217832,0.2015926204242804,1.0,0.2894736927403466,1.0,650,0.0,0.0,0.2284332534311164
8,0.9607516247459622,0.0,0.10840512846959084,0.6259112671822565,0.4644574879411277,0.10801448460206586,0.4637172810895697,0.09128713888088312,670,0.0,0.5,0.4700374994104196
8,0.3568336885270842,0.0,0.12818497332874745,0.6650287473693862,0.42852722184163305,0.12276963348967394,0.2925631754433872,0.1129657176913641,690,0.0,0.0,0.44118867021233904
8,0.0,0.0,0.2051761237846224,0.0,0.02599486011203289,0.2088046432111046,0.022850694618475886,0.21060391543406087,710,0.0,0.0,0.018205590216635814
8,1.0,0.0,0.10376763183512416,0.07016222332020372,0.0,0.10847461712960982,0.0,0.11006916082877094,730,0.0,0.5,0.06700758393430872
8,0.7048614246222304,0.0,0.0,0.12517942366545487,0.11598190434010335,0.0,0.01005882134083036,0.0,750,0.0,1.0,0.0
9,0.936721065765298,0.0,0.9306718935162096,0.09436264762574434,0.1001035052884204,0.9327834353061668,0.1912719080528622,0.9131223126901276,630,0.0,0.0,0.3123481042165599
9,0.865407594587843,0.0,0.9197351581834,0.041892330447431535,0.08034865968068064,0.93146109700242,0.21263745627780006,0.9075009745693148,650,0.0,0.0,0.2886618984219456
9,1.0,0.0,0.2388333449004865,1.0,1.0,0.20597613442775664,1.0,0.010704641346221956,670,0.0,0.0,1.0
9,0.0,0.0,0.0,0.18475993706468227,0.1281213042550974,0.0,0.004200997066431983,0.0,690,0.0,1.0,0.0
9,0.4975689143808024,0.0,1.0,0.011462075945794488,0.02389005061518354,1.0,0.09938034978093964,1.0,710,0.0,0.0,0.09361861218454444
9,0.7547226093174768,0.0,0.616697648258433,0.0,0.0,0.6386536866422725,0.0935595092172849,0.6329383581499197,730,0.0,0.0,0.1313142920556319
9,0.3381366319879214,0.0,0.8024734705723846,0.14658523845028013,0.11609602445460035,0.7687776502605406,0.0,0.7842547875444943,750,0.0,0.75,0.03306320448725398
10,0.0,0.0,1.0,1.0,1.0,1.0,0.8448700689429793,1.0,630,0.0,1.0,0.5005196260499867
10,0.7982889439522256,0.0,0.9285124645663824,0.8092233450803517,0.5533753036031994,0.9385325324009736,0.7138771726918378,0.9428131206181556,650,0.0,0.3333333333333335,0.7206650148088136
10,0.6093981484283097,0.0,0.18508085217366246,0.7922979794539167,0.5094333634169916,0.17347901491416184,0.534950132441814,0.1843907834438064,670,0.0,0.6666666666666665,0.42590021895084335
10,0.33979421449101155,0.0,0.9599603855240044,0.019628724531790542,0.0,0.9674626996869824,0.0,0.9946523770356964,690,0.0,1.0,0.0
10,0.6354899078204026,0.0,0.1117882360527167,0.5896407044026262,0.6033198583500072,0.1028210064854136,0.7741959430985179,0.10612530983319599,710,0.0,0.3333333333333335,0.7229255169379978
10,0.961421266819538,0.0,0.0,0.0,0.37422069415141057,0.0,0.8806965785155114,0.0,730,0.0,0.0,1.0
10,1.0,0.0,0.1931801238370517,0.8475356571210879,0.8213711794006122,0.18561840376019934,1.0,0.18157054355895674,750,0.0,0.6666666666666665,0.4683406878739753
11,0.690679196967524,0.0,0.6017380271946511,0.5389599063223445,0.6294051858952145,0.6083792820130718,0.5563259565092296,0.5819796917497158,630,0.0,0.8571428571428571,0.2598076220415291
11,0.0,0.0,0.4693548213965499,1.0,1.0,0.4767862489152037,1.0,0.41534558786079495,650,0.0,1.0,1.0
11,0.2872536356274096,0.0,0.4192122598936781,0.0,0.0,0.4460937247434131,0.09802759453798246,0.4563298956195148,670,0.0,0.7142857142857142,0.35493346468722314
11,0.01568572422978809,0.0,0.3873824639560937,0.5279453615347671,0.4081121897777625,0.3999485418818587,0.3890097893286876,0.3871439301583042,690,0.0,0.5714285714285714,0.7361944442837416
11,1.0,0.0,1.0,0.5394186948138706,0.42682584148764097,1.0,0.21663661702767065,1.0,710,0.0,0.0,0.14675935412367147
11,0.95160576675766,0.0,0.11919839485915062,0.4941138256134432,0.2814285826821172,0.11115706907303567,0.0,0.1296720683322885,730,0.0,0.0,0.0
11,0.3299992188845776,0.0,0.0,0.4593501910110226,0.39201344653303577,0.0,0.2352012392678572,0.0,750,0.0,1.0,0.014736096215594463
12,0.8786407607538345,0.0,1.0,0.7235066240792061,0.3821787789785557,1.0,0.4046313168263627,1.0,630,0.0,0.4999999999999999,0.307572230006831
12,0.7816109938056077,0.0,0.8612929264604894,0.8309248992715554,0.9259009235890826,0.8493306493810415,0.7397556590708085,0.8228208319143739,650,0.0,0.6666666666666666,0.456869195304315
12,0.0,0.0,0.6389006498595968,0.12505592784117547,0.0,0.6378640078411593,0.0,0.6728600110311724,670,0.0,1.0,0.0
12,0.28935833833790314,0.0,0.390379530319958,0.0,0.2529982039719304,0.4183995334993078,0.5564071051179393,0.4092127182780132,690,0.0,0.0,0.2046787110103302
12,1.0,0.0,0.4899120952919666,1.0,1.0,0.4973195113066176,1.0,0.4515138434560164,710,0.0,0.16666666666666666,1.0000000000000002
12,0.9643580588090056,0.0,0.1920880960741904,0.5056015443301278,0.5035033093882885,0.2020170414771912,0.5416368521790211,0.1952234309400964,730,0.0,0.4999999999999999,0.4658617858171318
12,0.8276735118395981,0.0,0.0,0.6876362213550207,0.5843670787028225,0.0,0.4719554120751103,0.0,750,0.0,0.6666666666666666,0.3968057075498928
13,0.6740249454562531,0.0,1.0,0.5659182297267433,0.6921945632745844,1.0,0.8312734162370421,1.0,630,0.0,0.0,1.0
13,0.8375288588848201,0.0,0.8752760463357925,0.4119597028023905,0.31638636237747153,0.8710216239721227,0.28858794464064674,0.8966941618685036,650,0.0,0.25,0.3711708179104803
13,0.0,0.0,0.9435884352895894,0.3541654815095018,0.19257058528086834,0.9370394416274548,0.08924787818109486,0.9746450304177072,670,0.0,0.0,0.12776054030353265
13,0.0694549478430555,0.0,0.9397215936664018,0.0,0.0,0.9407916225021822,0.0,0.9831702368149172,690,0.0,1.0,0.07936427863515691
13,0.4041979594225645,0.0,0.8974757745085089,0.0843180664904924,0.06848341366005818,0.8978855454701113,0.07286192016414067,0.9354880068185852,710,0.0,0.25,0.0
13,0.9389968702626796,0.0,0.7166650229897593,1.0,1.0,0.7053948368354499,1.0,0.6900249514851193,730,0.0,0.25,0.9611085741788395
13,1.0,0.0,0.0,0.2301876951236348,0.3281345025644841,0.0,0.4112521567652694,0.0,750,0.0,0.5,0.3765009632429288
14,0.2616363150806213,0.0,0.06233466130263698,0.06368181639966886,0.018051228584942486,0.13886785816773894,0.0,0.2387369406975601,630,0.0,0.75,0.14695209512984025
14,0.0,0.0,0.4176697735461716,0.08517974819528062,0.0445537835975626,0.4639365468094066,0.0038440582511160564,0.5312729023187814,650,0.0,1.0,0.0
14,0.2773344176014039,0.0,0.3534898261978725,0.06991896387841331,0.04842473291059332,0.4083139753546949,0.042154909671243634,0.4767909425125256,670,0.0,1.0,0.15273784746008626
14,0.12380702333265026,0.0,0.0,1.0,1.0,0.0,1.0,0.0,690,0.0,0.0,1.0000000000000002
14,0.5758724487185045,0.0,0.2436190239034768,0.13876219295430695,0.05958117999068621,0.3043775883955533,0.04616128897422024,0.3826618157691142,710,0.0,0.75,0.1882842781560224
14,1.0,0.0,0.16400582093741534,0.0,0.0,0.2418073931740428,0.0370085020843442,0.3273091545592384,730,0.0,0.75,0.19215925593994115
14,0.211461906110896,0.0,0.9999999999999996,0.21013880901352425,0.14424259001226372,1.0,0.13069139816749947,1.0,750,0.0,0.75,0.2365445204070808
15,1.0,0.0,1.0,0.916253817910726,0.7827771878794978,1.0,0.4432283149503419,1.0,630,0.0,0.375,0.5080464505180343
15,0.8853909200696384,0.0,0.0,0.4531401166117808,0.21761370773477107,0.0,0.13960801710934945,0.0,650,0.0,1.0,0.3275543434450928
15,0.3331783772352705,0.0,0.15203100664071556,0.6323731576388782,0.31860755894880977,0.14672108884970214,0.0,0.1515533742579933,670,0.0,0.25,0.08418215124180525
15,0.4130470208185612,0.0,0.16827348787212948,0.059481363021029125,0.1238230085974299,0.19007566678285848,0.8000553686582098,0.17425971442843569,690,0.0,0.5,1.0
15,0.44211933480393417,0.0,0.15274019263148195,0.0,0.0,0.16565490366753188,0.3150022755760039,0.16237230007080686,710,0.0,0.0,0.0
15,0.8548717400402572,0.0,0.3841993851377677,1.0,1.0000000000000002,0.38578922431638496,1.0,0.3662859400373648,730,0.0,0.875,0.8824845011230924
15,0.0,0.0,0.5705801860523696,0.03761787315137699,0.2301202323107024,0.5849852782079363,0.4918372207857397,0.5804033173253842,750,0.0,0.875,0.03189357331724872
16,0.7970410483297503,0.0,0.30494860673061064,0.12970624973351474,0.2047609280662206,0.3098699366477469,0.8060836037059242,0.2914613956465533,630,0.0,0.6000000000000001,0.6940096149010968
16,0.973376554074488,0.0,0.9999999999999996,0.18528810792648892,0.13730672208914307,1.0,0.1815192474965357,0.9999999999999996,650,0.0,0.6000000000000001,0.3283419401382679
16,0.9452151665794624,0.0,0.938484034135286,0.3672251291396529,0.2977101590363905,0.9411084609028072,0.8472087556315182,0.9245032900875088,670,0.0,0.2,1.0
16,1.0,0.0,0.9263228793541772,0.6161756952793196,0.4475499441427857,0.9184207445822876,0.9253061554647692,0.8997971726808438,690,0.0,0.2,0.9997808125353704
16,0.28563551549352456,0.0,0.17570469381382958,0.05150934231488663,0.045377905095509985,0.17590223291630824,0.11165398429357354,0.17394499378435269,710,0.0,0.4000000000000001,0.1228357094890172
16,0.5574599524407597,0.0,0.16683859881929175,1.0,1.0,0.10999549804264852,1.0,0.08593559076952363,730,0.0,1.0,0.12412525873372104
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,0.0,0.0,0.0
17,0.8832176895856241,0.0,1.0,1.0,1.0,1.0,1.0,1.0,630,0.0,1.0,1.0
17,0.874141861854252,0.0,0.8045916530145512,0.9705631849398442,0.686875970544257,0.7960513348257097,0.5131663041413331,0.8133327537416832,650,0.0,1.0,0.5507265021566283
17,1.0000000000000002,0.0,0.736584860140038,0.6314843797001501,0.3921407392074615,0.7389160183603094,0.3583965189417284,0.7621619174424907,670,0.0,0.5,0.5845056708517196
17,0.9562661225277768,0.0,0.704737620933825,0.6486811549912257,0.6498825540601708,0.7082125282315391,0.6984169178446656,0.7088109411140584,690,0.0,1.0,0.790293819826934
17,0.9695671280067276,0.0,0.5078949297873612,0.6433991161160255,0.4228014776022209,0.5062907612343741,0.3765987622619797,0.5142136327941378,710,0.0,1.0,0.4894314486068467
17,0.4525752605247655,0.0,0.11604786251149335,0.6316840889215789,0.3447873900237021,0.10084453325524834,0.1300140483966652,0.0990625704220962,730,0.0,1.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750,0.0,0.0,0.12082697717373385
18,0.5744419739830021,0.0,0.8160259244884678,0.36965056020834064,0.7215287272085111,0.8119980072471549,0.7924217500541586,0.7641920019137132,630,0.0,0.0,0.6128398550452185
18,0.0,0.0,1.0,0.0,0.21882354450463493,1.0,0.17621127314688412,1.0,650,0.0,1.0,0.0
18,1.0,0.0,0.3312981197661173,0.2477574606944553,0.0,0.33722855026914544,0.0,0.4012942488244953,670,0.0,0.0,0.31032935027839303
18,0.9083974288000198,0.0,0.0,0.5152964329182124,0.7204112306099388,0.0,0.8863588672398206,0.0,690,0.0,0.0,0.8495909718691965
18,0.8258059620383982,0.0,0.3950384228697139,0.6323525399021797,0.893012689546542,0.3786958328025456,0.9251906876628596,0.3482155758171004,710,0.0,0.5,0.8918086634346387
18,0.6241439959146566,0.0,0.3735137325375355,0.6085852654916708,0.3835260737839377,0.3343854335546794,0.0631280806987784,0.3923989847484499,730,0.0,0.5,0.04277350087805632
18,0.9223667827903062,0.0,0.5621932076381313,1.0,0.9999999999999998,0.5405420808879136,0.9999999999999998,0.4912698626337644,750,0.0,0.0,1.0000000000000002
19,1.0,0.0,1.0,0.199359419899517,0.1322892471810585,1.0,0.0,0.9999999999999996,630,0.0,0.5,0.0
19,0.5343789563997765,0.0,0.4399553749986067,1.0,1.0,0.4430325849108003,1.0,0.41143993454222505,650,0.0,0.0,1.0
19,0.7861686008740345,0.0,0.3604565061193874,0.8332539833723532,0.7220063104288212,0.3558007713739375,0.4909726568001898,0.3471513841335194,670,0.0,0.25,0.2270356749606364
19,0.8207464396296988,0.0,0.3947807084830632,0.6097577557829245,0.8844024523515313,0.3924296476412863,0.7350695627598743,0.3728744184303552,690,0.0,0.25,0.25469186209170713
19,0.6856996510194444,0.0,0.0,0.4133496350611871,0.6210094830750836,0.0,0.4417087878314839,0.0,710,0.0,1.0,0.6289347506913042
19,0.9686300764035364,0.0,0.14908234196548875,0.4534784244311355,0.6278601395220111,0.14532053398355949,0.3790637320198536,0.14525582617084387,730,0.0,0.75,0.08416396703613313
19,0.0,0.0,0.03934042872276145,0.0,0.0,0.05186448038211644,0.028242699924251657,0.06822922627769534,750,0.0,0.0,0.003831717567622017
1,1.0,0.0,0.8433850318410023,1.0,0.9844843494381088,0.8548398945389728,1.0,0.8300902737561948,630,1.0,0.0,1.0
1,0.9198179637159052,0.0,1.0,0.9290741330935824,0.9999999999999998,1.0,0.8600025921191847,1.0,650,1.0,0.25,0.3205624660623999
1,0.28762387322902416,0.0,0.4202107597480982,0.2336032733829586,0.160712872670552,0.4107686167228195,0.1478123744065441,0.4489097786068754,670,1.0,0.75,0.3906063977724515
1,0.9961579333780946,0.0,0.5134429988260081,0.11497112887744475,0.0,0.5526182964426098,0.4539992092689663,0.5669928858656093,690,1.0,0.0,0.7020807397984906
1,0.0,0.0,0.5238671238488202,0.3973805318101212,0.19051293862720567,0.4994177938568569,0.0,0.5594189543503809,710,1.0,1.0,0.0
1,0.9704869183380472,0.0,0.3190198389538246,0.4460734348933303,0.5808541130115188,0.34184379488528194,0.8791945987766463,0.29626008749633925,730,1.0,0.25,0.9642462734958792
1,0.6979184226377033,0.0,0.0,0.0,0.04912378394618622,0.0,0.2493227299579031,0.0,750,1.0,0.25,0.12208832147985645
2,0.4268864259995877,0.0,0.6136490235206855,0.8281123225818903,1.0000000000000002,0.6167375353884559,1.0,0.5867286393321924,630,1.0,0.625,1.0
2,0.7120022661722097,0.0,0.0,0.5599036532353634,0.21920328908942446,0.0,0.0,0.0,650,1.0,0.0,0.03186909513703623
2,1.0,0.0,0.11874957374766648,0.4074696560311323,0.3035169469747694,0.12583131974419448,0.318023160790156,0.11558361749668222,670,1.0,1.0,0.6584472375815491
2,0.052897100412694235,0.0,1.0,0.18705415411027976,0.05794933563911641,1.0,0.2767905358238795,1.0,690,1.0,0.375,0.8067108003997796
2,0.3320026838199012,0.0,0.9014526049319668,0.0,0.0,0.9081153760004774,0.37304110034209575,0.9037121267701947,710,1.0,0.75,0.5868112568714026
2,0.0,0.0,0.7527073686319179,0.4983277756181754,0.3589644532576661,0.7530350428901187,0.4383142616776326,0.7447165298485849,730,1.0,0.375,0.8512743307735179
2,0.3573607340389989,0.0,0.8550658809429432,0.9999999999999998,0.9264961483632844,0.8345511404765489,0.3787780502842548,0.8292034755733813,750,1.0,0.125,0.0
3,1.0,0.0,1.0000000000000009,0.0,0.0,1.0,0.0,1.0,630,1.0,0.0,0.5304901048231182
3,0.0,0.0,0.4942495382890142,0.4160575159405389,0.695175174831121,0.4820870478665258,0.3416599928562334,0.4854301652138026,650,1.0,0.9999999999999998,0.0
3,0.6525797402107837,0.0,0.15640844873900314,1.0,1.0,0.14799771695814098,0.9244275971845592,0.14662397364577107,670,1.0,0.6666666666666667,0.9263241263489028
3,0.9178256054146235,0.0,0.25693909578102314,0.12886065172189765,0.2993331910468717,0.2617431060645341,0.4993507132264226,0.2662746123744153,690,1.0,0.0,0.7764726018646311
3,0.7901105014769605,0.0,0.141015828366581,0.9144455166728412,0.7345701584511615,0.1358429968311201,0.6549353960075528,0.139811454366213,710,1.0,0.6666666666666667,0.8642957528035794
3,0.5138617956456868,0.0,0.0539713295254769,0.2975181536623074,0.2965584643558041,0.054703017091588535,0.2196443703878752,0.06846699499563336,730,1.0,0.9999999999999998,0.6009430857549771
3,0.7403044496512275,0.0,0.0,0.675532879583724,0.8097502571953612,0.0,1.0000000000000002,0.0,750,1.0,0.6666666666666667,1.0
4,0.0,0.0,0.2071686254171312,0.2191759750380374,0.1235198931911129,0.20298644771113986,0.0,0.2089107922182909,630,1.0,1.0,0.0
4,0.5516279477445956,0.0,0.17948982139281844,0.0,0.0,0.18339139720639208,0.09717975152984787,0.18585013495329414,650,1.0,0.25,0.2905051548789666
4,0.7743928046239816,0.0,0.0,0.09457892394068744,0.0943219035106927,0.0,0.09321083590725313,0.0,670,1.0,0.0,0.15733129961724332
4,1.0,0.0,1.0,0.398458635301438,0.4426284817362158,1.0,0.5234140636965663,1.0,690,1.0,0.25,0.4763798726569629
4,0.4941005084976433,0.0,0.9850886980799576,0.5015329531101286,0.6311795775162068,0.983100139143552,0.6949745430995613,0.9772317580060896,710,1.0,0.25,0.7857579426666297
4,0.6254536909122785,0.0,0.8052687815172797,1.0,0.9999999999999998,0.7984004361996601,1.0,0.7799151167038358,730,1.0,0.5,1.0
4,0.4742811382212756,0.0,0.7450617878703779,0.5674456469750381,0.4934899731612009,0.7386123929497419,0.38701709403297335,0.7393982258246146,750,1.0,0.5,0.22057888632934491
5,1.0000000000000002,0.0,0.5273704095927307,0.7648935091086891,1.0,0.5431072363152296,1.0,0.44365541434358136,630,1.0,0.16666666666666666,1.0
5,0.6245893439814647,0.0,1.0,0.2599448275072016,0.4070022916716611,1.0,0.22222166891742265,1.0,650,1.0,1.0,0.1825210771294168
5,0.5225428573342911,0.0,0.4407658073868106,0.0,0.0,0.4513629949969165,0.0,0.4695782765218226,670,1.0,0.0,0.0
5,0.0,0.0,0.3293725852358662,0.5426558554919576,0.4806848766832745,0.3238852576130924,0.3448449578332106,0.299134144478888,690,1.0,0.0,0.19652271664899115
5,0.10288443086162892,0.0,0.0,0.13117808318263868,0.12592721597317724,0.0,0.0960731335587448,0.0,710,1.0,0.0,0.06543364102429441
5,0.9236190940729848,0.0,0.26439512158025025,0.7630650924383107,0.6591472010975974,0.26258344528006106,0.5585832003474378,0.21146730371875572,730,1.0,0.3333333333333333,0.7144241928779398
5,0.873663137506552,0.0,0.20043386770788274,1.0,0.9406373664115619,0.16176200927554518,0.5263675956122036,0.11296690056747848,750,1.0,0.5,0.0022308141786044344
6,0.0,0.0,0.3044706613465813,0.4135123164480531,0.4395513801399215,0.2622815370675937,0.0,0.28069131472443765,630,1.0,0.0,0.0
6,0.9525228534983466,0.0,1.0,0.09646956501906284,0.19200372946317146,0.9999999999999982,0.3217976352114663,1.0000000000000018,650,1.0,0.8571428571428572,0.6668332286326198
6,0.7758960810726391,0.0,0.7897764116823183,1.0,1.0,0.7643045600878313,0.9576058478203208,0.6896867021337396,670,1.0,0.5714285714285714,0.730100472640716
6,0.9999999999999998,0.0,0.7134262611166841,0.6396010090040047,0.5421035278346702,0.7051578271878167,0.5631847142198794,0.6721906937851561,690,1.0,0.5714285714285714,0.8755249298776002
6,0.9620976188688936,0.0,0.6489729246483584,0.4054090491372423,0.8868286811883136,0.6466549933635815,1.0,0.5647595554001814,710,1.0,1.0,1.0
6,0.4220999596810329,0.0,0.0,0.264569377647653,0.27810189311080624,0.0,0.11456449167854632,0.0,730,1.0,0.7142857142857142,0.23829810870447304
6,0.6862888205583819,0.0,0.0007818207084184793,0.0,0.0,0.025457356888249905,0.022994122692528873,0.03601226375986677,750,1.0,0.2857142857142857,0.4982027095170824
7,0.5146622388223165,0.0,1.0,0.0,0.0,1.0,0.056019308714699706,1.0,630,1.0,0.33333333333333304,0.5060175345848993
7,0.5994168603480863,0.0,0.8911341742649359,1.0,1.0,0.8824545785687796,1.0,0.8250502116093017,650,1.0,0.0,1.0
