,BOLD_correlation,Max,Max-Mean,Max-Min,Mean_peak,Mean_peak-Min,Min,TI,Task,Time_to_peak,slope
19,1.0,0.3891731786097132,1.0,1.0,0.2928248562131621,0.2809093678212212,0.2784524711110841,630,1.0,0.1111111111111111,0.0
19,0.8852015854307265,0.6500508025453264,0.0,0.0,0.6536522250416787,0.0,0.6644747706295746,650,1.0,0.7777777777777777,0.5155035993189317
19,0.622235169319171,0.037428655342925055,0.4460066875235745,0.31727398134632623,0.031020506635897505,0.1310251174032921,0.03187262955557202,670,1.0,1.0,0.7378223942563324
19,0.9774399502461809,0.0,0.2748625262749388,0.2864067681214233,0.0,0.14130463665942367,0.0,690,1.0,0.0,0.3216737159483691
19,0.0,0.5546286217251648,0.4658599099415289,0.2901979408242328,0.5708676854912582,0.5124736288796979,0.5334698439294776,710,1.0,0.6666666666666666,0.7645025910923682
19,0.1799576439931203,1.0,0.17120290319829845,0.010353122048198491,1.0,0.0999149122844734,1.0,730,1.0,0.5555555555555556,0.6258068282128085
19,0.3044423364589359,0.8825336326407474,0.5258042944264049,0.7383074533693313,0.8735034092268847,0.9999999999999998,0.7887372305198177,750,1.0,0.4444444444444444,1.0
2,0.3698105985209546,1.0,0.5146336518903911,0.5479591097344237,1.0,0.2989007264776727,1.0,630,0.0,0.0,0.28065264223077496
2,0.7647682166730309,0.5135451386800405,1.0,0.9475167504567624,0.5088086843815773,0.6516379534003818,0.4924518145582146,650,0.0,0.2,0.7382080123938477
2,0.44695929582827054,0.4913151023496845,0.6386139931619761,1.0,0.4960621066487345,1.0,0.4681741030809343,670,0.0,0.3999999999999999,0.9999999999999998
2,0.0,0.4179146265342215,0.6794678889002805,0.8568554185567213,0.4126175659828197,0.5687633055640997,0.3980328419997648,690,0.0,1.0,0.4124916350295183
2,0.5415851515154241,0.11788951423162075,0.3745322305298694,0.7079506878510299,0.11789087662781572,0.6574754287051467,0.09751700627479563,710,0.0,0.0,0.5492638357388728
2,0.6375045881596223,0.28197013388542835,0.4795157827798304,0.2854288029107219,0.2786518484108909,0.10856110381462176,0.2778243742337372,730,0.0,0.3999999999999999,0.1492951360206583
2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,750,0.0,0.2,0.0
2,0.9417529578657554,0.0,0.0,0.0,0.029156850238033268,0.0,0.09691469812814546,630,1.0,0.8571428571428571,0.2610793310225895
2,0.9348122895745778,0.2609545754188787,0.9596548373049107,0.6443900450740262,0.2333509570592547,0.14144353631315104,0.28948018281790944,650,1.0,1.0,0.4520286652593896
2,0.0,0.7153884520285487,0.8455218915755065,0.7693457505549247,0.7296396420283457,0.9748982368606154,0.724186009562013,670,1.0,0.4285714285714285,1.0
2,0.15778738163395845,0.34551325788571674,0.5860137207652528,0.3794545706400906,0.3648794619198537,0.4446776750559202,0.3990844178331301,690,1.0,0.7142857142857143,0.3832461989006315
2,1.0,0.7638120136492255,0.2606397537116633,0.14644393815762202,0.7792343537794402,0.08415898349244033,0.8339034229858644,710,1.0,0.7142857142857143,0.0
2,0.2743611410190926,1.0,0.9625915087813396,0.8118977231956489,1.0,0.8557502419187022,1.0000000000000018,730,1.0,0.5714285714285714,0.3521179823942152
2,0.5111554741228814,0.002775062451220833,1.0000000000000002,1.0,0.0,1.0,0.0,750,1.0,0.0,0.1535317547074771
3,0.3162109281207298,0.0,1.0,1.0,0.0,1.0,0.0,630,0.0,0.5,0.7156766844535585
3,0.0,1.0,0.3614717192363748,0.4768914717816851,1.0,0.45133129761722296,1.0,650,0.0,0.5,0.0
3,0.8310203687617688,0.9359719481988176,0.4570131320876261,0.5115057800106436,0.9419341257347044,0.7571154336571079,0.9359278178043308,670,0.0,0.5,1.0
3,0.8021975974574956,0.8437297968139883,0.08302433879985388,0.14356965545450767,0.8554178168661646,0.31829322852274955,0.8600743226496697,690,0.0,0.75,0.5525141196472404
3,0.5206684085071179,0.7372556110827686,0.20724412885634866,0.2667655951540984,0.7462645779934108,0.3772196343143266,0.7509421896570609,710,0.0,0.5,0.5671325681178924
3,1.0,0.6689577920328693,0.0,0.0,0.6808197366316224,0.0,0.6945559121899962,730,0.0,0.0,0.3372548822336241
3,0.4656097949541663,0.5588938874233986,0.03068273663741755,0.2132734161824088,0.5716063221511187,0.3783247088156673,0.5783609393725442,750,0.0,1.0,0.452649503239944
3,0.2387441262059937,0.24190252957918634,0.8218590841783318,0.7260325802083709,0.2364997706739449,0.1975257199597613,0.2447389829852682,630,1.0,0.75,0.24312234883018205
3,0.15347183734867964,0.9787371925691954,0.5714889935103931,0.97888886052359,0.9712425251487796,0.7208949862150363,0.9601229133820884,650,1.0,0.25,0.0
3,1.0,0.9999999999999996,0.3912107145063624,0.7368487053611033,1.0,0.7628105235879663,0.9876666239970282,670,1.0,0.0,0.8478604584084188
3,0.8356024634128763,0.0,1.0,0.9999999999999998,0.0,0.7090430113248632,0.0,690,1.0,0.5,0.530969801986645
3,0.8101222865903931,0.9917813231778552,0.0,0.0,0.9960561031236974,0.0,1.0,710,1.0,0.25,0.3642946409477012
3,0.8802508663049617,0.8531671824155853,0.5186200571301036,0.9924202535910216,0.852370661553711,1.0000000000000002,0.8366415759304942,730,1.0,1.0,1.0
3,0.0,0.8906002484997217,0.4849975007247242,0.6152224218279951,0.8850999869062965,0.3057610921236115,0.8837785792400283,750,1.0,0.5,0.09176801637274454
4,1.0,0.8820048721463074,0.20166984006551048,0.15530198106342408,0.8870453476469167,0.3612833899831485,0.8829318918132918,630,0.0,0.75,0.9509584536709506
4,0.7861907480422963,0.995918577682748,0.2356309238992377,0.0934403341484129,0.9892578862715272,0.10283091927143062,0.9948956118744224,650,0.0,1.0,0.8563058139115154
4,0.7474428368154978,0.6258386264961411,0.234655693555372,0.05130559293111359,0.6399553502927926,0.11931811067472975,0.6418034104207231,670,0.0,0.75,0.8988004587326316
4,0.0,0.0,1.0,0.9999999999999998,0.0,0.0,0.0,690,0.0,0.0,0.0
