,BOLD_correlation,Max,Max-Mean,Max-Min,Mean_peak,Mean_peak-Min,Min,TI,Task,Time_to_peak,slope
4,0.5699286184677413,0.14659935545902236,0.5180057163558792,0.9124434161022191,0.17687799232796175,1.0,0.1444379816207837,710,0.0,1.0,1.0
4,0.9311997274547406,1.0000000000000004,0.1104542359933126,0.06628392609364298,1.0,0.27119695459767723,0.9999999999999996,730,0.0,0.875,0.9174352395129222
4,0.8304990206574796,0.9590950944066292,0.0,0.0,0.9631615362793896,0.2461921458450551,0.9636731424099798,750,0.0,0.75,0.9481090235894264
4,0.8623148175208828,0.9999999999999992,0.0,0.39468649909090536,1.0,1.0,1.0,630,1.0,0.8888888888888888,1.0
4,0.3495332933863523,0.7115469175764231,0.16431887078010432,0.0,0.7119083464680234,0.13721099668328066,0.730589888014439,650,1.0,1.0,0.5466532067191147
4,0.06598296994718916,0.0,1.0,1.0000000000000002,0.0,0.21525305319786806,0.0,670,1.0,0.8888888888888888,0.01247964076456448
4,1.0,0.5800082052026685,0.36613793675796896,0.3546548569145971,0.5903387032755081,0.6951333340253989,0.5898512424986677,690,1.0,0.7777777777777777,0.8124285959955106
4,0.9487325863943208,0.6933520638089039,0.5558103354925333,0.3434319416771203,0.6932718569052847,0.4865123344372511,0.7012755323755799,710,1.0,0.7777777777777777,0.5879470218093827
4,0.0,0.15819891082526638,0.4825789593348323,0.3863047802160828,0.16539998640931766,0.0,0.1755240143673502,730,1.0,0.0,0.0
4,0.7072801889555873,0.25581854766682444,0.8791551864854282,0.7725838690104454,0.2671934736663593,0.7298864275414428,0.2582458942588044,750,1.0,0.7777777777777777,0.8199376090289787
5,0.08548380726989291,0.9156670775951464,0.0,0.036388421174682765,0.9306407173964965,0.0,0.9507317943253976,630,0.0,1.0,0.0
5,0.6388810793892323,1.0,1.0,1.0,1.0,0.8607111733127627,1.0000000000000009,650,0.0,0.5,0.4564151387698157
5,0.9999999999999998,0.8571875671389044,0.4115894993832714,0.63551355660052,0.8719833625968487,1.0,0.8663747484708848,670,0.0,0.25,1.0
5,0.0,0.4485366465811865,0.022947567703532568,0.0,0.4589189456533038,0.12743525737992198,0.4678755259329259,690,0.0,0.0,0.2613026224335254
5,0.8427781714794882,0.5380996360454802,0.15506367812844035,0.2110813505844064,0.5464047035931703,0.30845223703582325,0.5523700473156099,710,0.0,0.5,0.2773409882680298
5,0.645891854499568,0.05196888674389033,0.00862418514821317,0.2236107482432812,0.054187698207603496,0.4680151605680921,0.047877804799783874,730,0.0,1.0,0.3354319469330539
5,0.7308817917267343,0.0,0.09360660181843317,0.07209156494098856,0.0,0.17549224656274842,0.0,750,0.0,0.25,0.27056282949977273
5,1.0,0.2683599930993608,0.5433275257568799,0.5925177192839169,0.2660166104500279,0.7027368185839538,0.2607275687423858,630,1.0,0.7777777777777777,0.7790934131446053
5,0.0,0.07855894575494249,1.0,1.0,0.055343903422113705,0.15692938202444526,0.062450013312179926,650,1.0,0.0,0.0
5,0.8603580292906261,0.0,0.2699043999694733,0.4023478173977395,0.0,0.5674430140696454,0.0,670,1.0,0.0,0.6286395878566848
5,0.13620264400828425,0.8044966433143204,0.30143122014571505,0.22183656703615215,0.7984941245878923,0.0,0.800831361424247,690,1.0,1.0,0.6596093327291812
5,0.9474345299179736,0.8427927555274999,0.3151083626057014,0.3228014430668997,0.8424985239333621,0.43998235129515,0.8361483426788068,710,1.0,0.5555555555555556,0.8043021375326369
5,0.8922267498211116,0.9006324705963076,0.5496283569667039,0.7628296868074037,0.8995461230713744,0.9999999999999998,0.8821276744159969,730,1.0,0.5555555555555556,1.0
5,0.7783218340714204,0.9999999999999996,0.0,0.0,1.0,0.01326155898072906,1.0,750,1.0,0.0,0.4757462404658754
6,1.0,0.0,0.2180978784360056,0.2675186059022052,0.0,1.0,0.0,630,0.0,0.3333333333333333,1.0
6,0.6780123653867209,0.06408285213899667,0.4231498282859323,0.23689265403148485,0.03972859550091457,0.07016179351854013,0.06541255568697046,650,0.0,0.4444444444444444,0.9561360563706548
6,0.0,0.4483610701788692,1.0,1.0,0.3611827805072921,0.5959158801007445,0.3642916332059656,670,0.0,0.0,0.0
6,0.3989474679538063,0.4765954324648938,0.17096194007835053,0.27388129428522623,0.4476782288660743,0.08471582965170632,0.4633935818717294,690,0.0,0.7777777777777777,0.13206980206636754
6,0.8295542046366191,0.6499454600721322,0.549538253564335,0.26149748158935937,0.6213772923471375,0.07193528484067557,0.6333913362010026,710,0.0,0.7777777777777777,0.43032868917623934
6,0.2632264583878562,0.7448885278686408,0.21645365951700912,0.27810129459429955,0.7122466052794659,0.0,0.7241919275519244,730,0.0,1.0,0.3753910208556871
6,0.5129117571758135,1.0,0.0,0.0,1.0,0.1819432215125094,1.0,750,0.0,0.5555555555555556,0.7056202093609796
6,0.5228963503478368,0.0,1.0,0.9999999999999998,0.0,0.5589734311077422,0.0,630,1.0,0.0,0.0
6,0.0,0.7512183526789462,0.4548383995947133,0.457496370203477,0.7454001430478381,0.3316274695260787,0.7455100719975989,650,1.0,1.0,0.1708790448856067
6,0.5136561474413371,0.969454938549822,0.5256408289973202,0.6242040601274561,0.9691607459064682,1.0,0.9456384548904432,670,1.0,0.7142857142857142,0.6354247843330119
6,0.8449309179975714,0.957154235097334,0.8004635226085256,0.6089299260737155,0.9526047070302002,0.8314696668351698,0.9346565416235362,690,1.0,0.7142857142857142,1.0
6,1.0,1.0,0.3264758945676461,0.3577324579844949,1.0,0.6212316658367808,0.9883486902097416,710,1.0,0.7142857142857142,0.8156170899803672
6,0.16854177862231515,0.8952008467951482,0.20629990125285969,0.10978292837283754,0.8966467953794859,0.16154152797117602,0.9007613374229408,730,1.0,0.8571428571428571,0.4126255648450893
6,0.2857468755489758,0.9932056659512348,0.0,0.0,0.9916121704035352,0.0,1.0000000000000004,750,1.0,0.2857142857142857,0.3465736825481957
7,0.6670702328749485,0.06608529779288119,0.8344302341516595,0.8479581325897606,0.0465199123588036,0.9818339085998914,0.04492259005212596,630,0.0,0.6666666666666665,0.9075780251893306
7,0.3984950447950464,0.03916879802877027,1.0000000000000002,1.0,0.0,1.0,0.0,650,0.0,0.6666666666666665,0.850589687763396
7,0.687076969449389,1.0,0.0,0.03106666982695005,1.0,0.2060697747893926,1.0,670,0.0,0.0,0.4087592276638857
7,0.0,0.9016507201962192,0.10548464034228612,0.0,0.8903242505781268,0.0,0.915274147330834,690,0.0,0.6666666666666665,0.0
7,0.8619131984340109,0.7804809103098265,0.11552127375162533,0.2423323731054641,0.787262885516089,0.5437219995143937,0.7729000457814692,710,0.0,1.0,0.7134716109810386
7,1.0,0.0,0.4998066666995679,0.5053346016392577,0.01841794476915481,0.8310846023301871,0.031549994313618164,730,0.0,0.3333333333333335,1.0
7,0.4109920534369112,0.20447366992064356,0.1188876386833089,0.1785758400860737,0.21815000652529012,0.3270961823821926,0.26068075242934263,750,0.0,1.0,0.4837082428544454
7,0.5098458551361369,1.0,1.0,1.0,1.0,0.9598003097217588,1.0,630,1.0,0.6666666666666666,0.8939446624329468
7,0.7196243078640142,0.14576783059949872,0.7668805061207294,0.8532091812886992,0.14755248194286266,1.0,0.1316856150095962,650,1.0,0.6666666666666666,1.0
7,0.5663849779672067,0.6706460078061385,0.5085495595031746,0.4685011014545114,0.6745231257838986,0.6186192507507371,0.6764329929020292,670,1.0,0.6666666666666666,0.8260838592034765
7,1.0,0.5082829824237711,0.0,0.0,0.5156888968661937,0.3058555294023366,0.5217996742951883,690,1.0,0.5555555555555556,0.5760604141727543
7,0.5032124022406399,0.0,0.1711772748628696,0.13017891242141155,0.0,0.17410894437894314,0.0,710,1.0,1.0,0.569251918607684
7,0.5097615102897808,0.3018880960099235,0.5560666406564044,0.4875046846166254,0.2906556693123159,0.0,0.2996505531478721,730,1.0,0.0,0.0
7,0.0,0.09000716965600386,0.13093703305541604,0.08525689350212129,0.09153724002525364,0.18428074663023875,0.0929172477220872,750,1.0,0.6666666666666666,0.3499803424486609
8,0.24295414598680495,0.5641472547216715,1.0000000000000002,1.0,0.5633649393497553,1.0,0.4835490301290726,630,0.0,0.5,1.0
8,1.0,1.0,0.6034105602857867,0.23764815244982784,1.0,0.08612959333692849,1.0,650,0.0,1.0,0.03416575992334303
8,0.11595384473395146,0.5017343066717359,0.700974752303043,0.6340225364936004,0.4932971990541102,0.5304848650599079,0.4608549297139177,670,0.0,0.5,0.5099415726873489
8,0.38249188172519055,0.8527406586344757,0.23588602706736395,0.1251472562864543,0.863108408872284,0.09262933222546443,0.8654341597493218,690,0.0,0.5,0.16340997044754524
8,0.42816093162735136,0.2323614654603237,0.0,0.0,0.2359643103941824,0.0,0.2609007209278449,710,0.0,0.5,0.0
8,0.0,0.2366003394320781,0.08967370067585234,0.14498263093818642,0.2436748550379697,0.1941424148134998,0.2494823188894824,730,0.0,0.0,0.16609307503051318
8,0.9060967769233156,0.0,0.17292263377093486,0.2726765797882417,0.0,0.30755809232019193,0.0,750,0.0,1.0,0.1522709594918078
8,0.15867704530190335,0.9739792060181358,0.5989608324710246,1.0,0.9933814192044288,1.0,0.9483329458793256,630,1.0,0.7000000000000001,0.5958370328552243
8,0.6641561023148824,0.9471916114125172,0.5118698951895021,0.8440976895015561,0.9490394427553356,0.5410088356305474,0.9296886675612726,650,1.0,0.7000000000000001,0.3125369223861667
8,0.0,0.8669153932185125,0.7761046576925229,0.9185679977409509,0.8878807778197455,0.9344443276165366,0.8471757973127758,670,1.0,0.5,1.0
8,0.9762199976319876,1.0,0.12218307387207805,0.4691402179480998,1.0,0.18503229144917924,1.0,690,1.0,0.0,0.0
8,0.18105582942637355,0.12369711245511895,0.0,0.0,0.15514103429699233,0.15866358076523884,0.16233543284752014,710,1.0,0.5,0.5649490178793318
8,1.0,0.2670356420194011,0.4765705649229369,0.44941059005943895,0.26580298747088804,0.0,0.28102524793191463,730,1.0,1.0,0.08348359330412719
8,0.6036203283267011,0.0,1.0,0.8303026592896664,0.0,0.3077211660996745,0.0,750,1.0,0.2,0.109439326149044
9,0.0,1.0,0.016134922182641526,0.016673386993460326,1.0,0.0,1.0,630,0.0,0.0,0.0
9,0.4921058761423524,0.0,0.02000382303169776,0.07666067606992355,0.0,0.13135697104546978,0.0,650,0.0,0.0,0.1463356449399109
9,1.0,0.8270298433398509,1.0,1.0,0.7481876939475693,1.0,0.4979409207750667,670,0.0,0.5,1.0
9,0.8101191064158861,0.607711767610768,0.15230855495198653,0.1565296140791182,0.5974414848363292,0.1652206748551358,0.5683665909434321,690,0.0,0.6666666666666667,0.15769675479672687
9,0.750736225107475,0.058751174152277486,0.2055538801227253,0.19251677422126906,0.02506549566837002,0.15392662114015335,0.018372172071241977,710,0.0,0.6666666666666667,0.125358875059182
9,0.5138646685440704,0.25176181176306045,0.0,0.0,0.2519112992121304,0.01839327098103745,0.27258312681023433,730,0.0,0.6666666666666667,0.010100298902974428
9,0.6997496448287968,0.40173521732622497,0.1203321829348891,0.17247378796183613,0.3852790581467041,0.17387767817143449,0.36117637519012813,750,0.0,1.0,0.1956326792049572
9,0.0,0.4353303562122024,0.13167469944762664,0.01102868160453363,0.4768589086858697,0.6579171181295238,0.4694534416523242,630,1.0,0.5,0.9729025471373244
9,1.0,0.5021616888674898,0.4531685727815737,0.5332917774338995,0.5134847706502015,1.0,0.4999765513101462,650,1.0,0.7000000000000001,0.64940915498664
9,0.664259145698344,0.0,1.0,1.0,0.0,0.0,0.0,670,1.0,0.0,0.0
9,0.1981834144222631,1.0,0.1486788989701205,0.0,1.0,0.5615257750090576,1.0,690,1.0,0.5,1.0
9,0.8600841381854301,0.3117526793817373,0.0,0.13803326352222745,0.3603276899917822,0.9748439662001088,0.34566455108755395,710,1.0,0.8,0.8496312356632207
9,0.7565960190816372,0.8529452536444664,0.011016133438629228,0.10788430163237173,0.8578151645880978,0.6110600812595635,0.8553594833046878,730,1.0,0.0,0.5665434446743416
9,0.8690379942472741,0.920741554954545,0.24403634751328854,0.4052736633391609,0.8999206755564749,0.4670132589342069,0.9006479457231293,750,1.0,1.0,0.4890373969168675
